model,modality,value,function_name,patch_attention,patch_ffn,attn_fn,ffn_fn,attn_exp_dim,attn_max_exp,attn_min_exp,attn_window_size,attn_lut_build,ffn_exp_dim,ffn_max_pos_exp,ffn_window_size,attn_segments,attn_segment_0,ffn_segments,ffn_segment_0,attn_degree_center,attn_degrees
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.70263671875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-7.0,5.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.68798828125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-7.0,6.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.6904296875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-7.0,7.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.69140625,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-7.0,8.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.6953125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-7.0,9.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.7021484375,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-7.0,10.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.68994140625,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-6.0,5.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.6904296875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-6.0,6.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.6923828125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-6.0,7.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.69677734375,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-6.0,8.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.703125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-6.0,9.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.70703125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-6.0,10.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.68896484375,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-5.0,5.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.69189453125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-5.0,6.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.69921875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-5.0,7.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.70361328125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-5.0,8.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.7099609375,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-5.0,9.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.71240234375,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-5.0,10.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.6884765625,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-4.0,5.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.69775390625,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-4.0,6.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.70556640625,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-4.0,7.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.70849609375,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-4.0,8.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.71240234375,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-4.0,9.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.71435546875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-4.0,10.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.7080078125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-3.0,5.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.7080078125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-3.0,6.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.712890625,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-3.0,7.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.71142578125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-3.0,8.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.71337890625,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-3.0,9.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.7138671875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-3.0,10.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.751953125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-2.0,5.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.72998046875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-2.0,6.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.73095703125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-2.0,7.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.7119140625,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-2.0,8.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.71923828125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-2.0,9.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,0.70947265625,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-2.0,10.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,2.998046875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-1.0,5.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,2.998046875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-1.0,6.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,2.998046875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-1.0,7.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,2.998046875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-1.0,8.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,2.998046875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-1.0,9.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,2.998046875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-1.0,10.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.0078125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,0.0,5.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.0078125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,0.0,6.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.0078125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,0.0,7.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.0078125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,0.0,8.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.0078125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,0.0,9.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.0078125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,0.0,10.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.2265625,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,1.0,5.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.0234375,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,1.0,6.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.20703125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,1.0,7.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.0234375,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,1.0,8.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.20703125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,1.0,9.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.0234375,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,1.0,10.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.04296875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,2.0,5.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.060546875,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,2.0,6.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.224609375,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,2.0,7.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.095703125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,2.0,8.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,3.142578125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,2.0,9.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,vision,2.923828125,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,2.0,10.0
