model,modality,value,function_name,patch_attention,patch_ffn,attn_fn,ffn_fn,attn_exp_dim,attn_max_exp,attn_min_exp,attn_window_size,attn_lut_build,ffn_exp_dim,ffn_max_pos_exp,ffn_window_size,attn_segments,attn_segment_0,ffn_segments,ffn_segment_0,attn_degree_center,attn_degrees,ffn_min_pos_exp,ffn_lut_build
microsoft/swinv2-small-patch4-window8-256,vision,0.81689453125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,4.0,256.0,,,,,,,-4.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.81103515625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,4.0,256.0,,,,,,,-3.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.833984375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,4.0,256.0,,,,,,,-2.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.96875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,4.0,256.0,,,,,,,-1.0,min
microsoft/swinv2-small-patch4-window8-256,vision,3.984375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,4.0,256.0,,,,,,,0.0,min
microsoft/swinv2-small-patch4-window8-256,vision,8.0078125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,4.0,256.0,,,,,,,1.0,min
microsoft/swinv2-small-patch4-window8-256,vision,7.93359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,4.0,256.0,,,,,,,2.0,min
microsoft/swinv2-small-patch4-window8-256,vision,4.71875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,,-8.0,min
microsoft/swinv2-small-patch4-window8-256,vision,1.2626953125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,,-7.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.8173828125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,,-6.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.8251953125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,,-5.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.8134765625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,,-4.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.82275390625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,,-3.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.85888671875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,,-2.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.94970703125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,,-1.0,min
microsoft/swinv2-small-patch4-window8-256,vision,2.890625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,,0.0,min
microsoft/swinv2-small-patch4-window8-256,vision,7.359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,,1.0,min
microsoft/swinv2-small-patch4-window8-256,vision,7.4375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,,2.0,min
microsoft/swinv2-small-patch4-window8-256,vision,3.408203125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,,-8.0,min
microsoft/swinv2-small-patch4-window8-256,vision,1.2431640625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,,-7.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.87646484375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,,-6.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.8876953125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,,-5.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.87841796875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,,-4.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.90283203125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,,-3.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.9365234375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,,-2.0,min
microsoft/swinv2-small-patch4-window8-256,vision,1.03515625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,,-1.0,min
microsoft/swinv2-small-patch4-window8-256,vision,2.173828125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,,0.0,min
microsoft/swinv2-small-patch4-window8-256,vision,6.703125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,,1.0,min
microsoft/swinv2-small-patch4-window8-256,vision,7.1484375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,,2.0,min
microsoft/swinv2-small-patch4-window8-256,vision,0.8173828125,torch,True,False,CustomSoftmax,CustomGelu,,,,,,,,,,,,,,,,
